,title,budget,revenue,genres,production_countries,production_companies,adult,popularity,original_language,release_date,runtime,vote_average,vote_count
0,Phir Kabhi,0,0,"Drama, Romance",India,UTV Motion Pictures,False,1.204,hi,2009-08-22,,6.0,1
1,The Big Broadcast of 1936,0,0,Music,United States of America,Paramount,False,1.073,en,1935-09-20,98,6.0,2
2,After Pilkington,0,0,,,,False,1.4,en,1987-01-25,100,8.0,1
3,Kandisha,3,0,"Horror, Crime, Fantasy",Morocco,"Salaman Films, Dounia Productions, SNRT",False,1.441,en,2008-12-22,91,5.5,5
4,Los Extermineitors 2,0,0,"Action, Comedy",Argentina,Argentina Sono Film S.A.C.I.,False,0.9,es,1990-07-12,,4.5,2
5,Harvest Of Fear,65000,0,,,,False,0.6,en,2004-06-11,88,3.0,1
6,Extermineitors III: The Final Fight,0,0,"Action, Comedy",Argentina,Argentina Sono Film S.A.C.I.,False,0.894,es,1991-07-04,,5.5,1
7,Extermineitors IV: As Twin Brothers,0,0,"Action, Comedy",Argentina,Argentina Sono Film S.A.C.I.,False,1.409,es,1992-01-23,,4.0,2
8,"Lebewohl, Fremde",0,0,Drama,Germany,,False,1.164,de,1991-05-30,,0.0,0
9,The Escort,0,0,Comedy,Canada,Les productions Castor & Pollux Inc.,False,0.662,fr,1996-09-11,92,7.0,1
10,Sweetwater,0,0,"Thriller, Science Fiction","Norway, Sweden",Marcusfilm A/S,False,1.52,no,1988-09-14,115,0.0,0
11,West Is West,0,0,,,,False,0.6,en,1987-05-30,,0.0,0
12,The Yen Family,0,0,Comedy,Japan,Fuji Television Network,False,0.6,ja,1988-05-14,113,5.5,2
13,s/y Glädjen,0,0,Drama,Sweden,"Filmstallet, Hagafilm, Svenska Filminstitutet",False,0.6,en,1989-05-30,89,5.0,1
14,Zanzibar,0,0,,,,False,0.804,en,1989-05-30,,0.0,0
15,A Film with No Name,0,0,Drama,Serbia,"Centar film, Beograd Film",False,0.69,sr,1988-05-30,89,5.5,2
16,The Felons,0,0,Drama,"Serbia, Slovenia","Viba Film, Art Film 80",False,0.6,sl,1987-05-30,90,0.0,0
17,Farewell to False Paradise,0,0,Drama,Germany,ZDF,False,0.661,de,1989-05-30,,6.0,1
18,Zimmer 36,0,0,Drama,"Germany, Switzerland",,False,0.6,de,1988-05-30,85,0.0,0
19,The Machine,0,0,"Horror, Thriller, Science Fiction",,,False,1.343,en,1994-05-28,96,5.3,6
20,Anne Trister,0,0,Drama,,,False,2.942,fr,1986-05-27,103,6.0,3
21,Gipsy Magic,0,0,Comedy,,,False,0.6,mk,1997-05-27,133,5.0,1
22,Eldorado,0,0,Drama,Canada,"Cité-Amérique, Alliance Vivafilm",False,0.914,fr,1995-05-28,104,6.0,1
23,Spider's Web,0,0,Drama,Germany,"Österreichischer Rundfunk, Beta Film, Provobis Film, ZDF, RAI, Televisión Española",False,1.019,de,1989-09-21,196,6.7,3
24,An Enemy of the People,0,0,Drama,India,National Film Development Corporation of India,False,1.39,bn,1990-01-19,99,7.8,6
25,Love Forbidden,0,0,Drama,France,Centre National de la Cinématographie,False,1.098,en,2002-05-28,96,6.3,4
26,Les sauf-conduits,0,0,,,,False,0.6,en,1991-05-29,,0.0,0
27,L'oreille d'un sourd,0,0,,,,False,1.091,en,1996-05-28,,0.0,0
28,Tumultes,0,0,Drama,,,False,0.882,fr,1990-05-28,,0.0,0
29,Sex/Life in L.A.,0,0,Documentary,"United States of America, Germany",Galeria Alaska Productions,False,1.021,en,1998-06-08,91,4.5,2
30,2010 Los Angeles Lakers: Official NBA Finals Film,0,0,Documentary,United States of America,NBA Entertainment,False,1.532,en,2010-07-26,84,0.0,0
31,The Birdmen,0,0,"War, Drama, History, TV Movie",United States of America,"Universal Television, Silverton Productions",False,1.275,en,1971-09-18,74,7.7,3
32,2012 Ateneo Blue Eagles: Drive For Five,0,0,Documentary,Philippines,Ateneo De Manila University,False,0.88,en,2012-12-05,48,7.0,1
33,KJ: Music and Life,0,0,Documentary,Hong Kong,,False,0.6,en,2009-11-24,90,8.0,1
34,Army Girl,0,0,"Comedy, Action",United States of America,Republic Pictures,False,1.383,en,1938-08-11,80,0.0,0
35,"Love, Indubitably",0,0,,,,False,0.846,en,2013-01-01,,0.0,0
36,Bird Park,0,0,Documentary,Germany,,False,0.846,en,2013-03-31,87,0.0,0
37,Coming to Light,0,0,Documentary,,,False,0.6,en,2001-01-01,,0.0,0
38,The Fumbleheads,0,0,Comedy,,,False,0.628,en,1997-01-01,95,3.0,1
39,Fateful Findings,0,0,"Drama, Fantasy, Thriller",United States of America,Neil Breen Films,False,3.294,en,2013-05-23,100,4.2,28
40,"George Biddle, CPA",0,0,,,,False,0.6,en,,107,0.0,0
41,So This Is College,0,0,,United States of America,Metro-Goldwyn-Mayer,False,0.6,en,1929-11-08,98,3.5,2
42,Circuit Angel: Resolving Starting Grid,0,0,Action,,Studio Unicorn,False,0.6,en,1987-05-21,45,0.0,0
43,Miss December,65,0,"Comedy, Horror, Romance",United States of America,"Double Windsor Films, Calendar Girl: The Movie",False,2.087,en,2011-10-14,99,4.7,3
44,Evidence,0,0,"Horror, Thriller, Mystery",United States of America,"Marc Platt Productions, Bold Films, FilmEngine",False,6.083,en,2013-07-19,93,5.7,130
45,Triumph of the Wall,0,0,Documentary,,,False,0.884,en,2013-05-31,102,0.0,0
46,Ring of Fire,0,0,Drama,United States of America,Lifetime,False,1.484,en,2013-05-27,90,5.6,4
47,Smash and Grab: The Story of the Pink Panthers,0,0,"Documentary, Crime, Thriller, History","Serbia and Montenegro, Spain, United Kingdom, United States of America","Thought Engine Media Group, Roast Beef Productions, Sherbet",False,0.664,en,2013-07-02,90,5.7,8
48,"442: Live with Honor, Die with Dignity",0,0,"Documentary, War, History",United States of America,,False,0.889,en,2010-11-13,98,10.0,1
49,The Gambler Who Wouldn't Die,0,0,"Drama, Thriller",,,False,1.4,it,2013-05-31,,4.0,1
50,Calcutta News,0,0,"Romance, Drama",India,Century Pictures,False,1.453,ml,2008-01-24,138,5.7,3
51,Eat Pray Surf,0,0,Documentary,,,False,0.6,en,2011-06-05,27,7.0,1
52,Cheriya Kallanum Valiya Poleesum,0,0,Drama,India,Yes Cinema Company,False,0.844,ml,2010-02-26,,0.0,0
53,To Kill a Stranger,0,0,"Crime, Thriller","United States of America, Mexico",Angel films,False,1.4,en,1987-11-18,88,5.5,2
54,Shlomo Artzi & Shalom Hanoch in Caesarea,0,0,,,,False,0.842,he,2006-09-06,118,0.0,0
55,The Poor Rich,0,0,,,,False,0.645,en,1934-02-25,77,0.0,0
56,Alias Akhenaton,0,0,Documentary,France,,False,0.6,fr,2005-04-17,,0.0,0
57,Shlomo Artzi in Caesarea,0,0,,,,False,0.842,he,2004-02-25,73,0.0,0
58,Four Women and a Mess,0,575883,Comedy,Spain,Ízaro Films,False,0.6,es,1985-09-09,96,0.0,0
59,Still Holding On: The Legend of Cadillac Jack,0,0,,,,False,0.871,en,1998-04-28,110,7.0,1
60,Honeymooner,0,0,,,,False,1.334,en,2010-06-25,74,6.5,4
61,Kourtrajme,0,0,,,,False,0.6,fr,,,0.0,0
62,Thillu Mullu,0,0,Comedy,India,Vendhar Movies,False,1.24,ta,2013-06-14,,4.0,3
63,Peloton,0,0,"Action, Drama, Romance",,,False,1.095,en,2011-10-19,94,0.0,0
64,Pacquiao vs Marquez I,0,0,Action,United States of America,,False,0.622,en,2004-05-08,,7.0,1
