,title,budget,revenue,genres,production_countries,production_companies,adult,popularity,original_language,release_date,runtime,vote_average,vote_count
0,Ski to the Max,0,0,Documentary,United States of America,,False,0.651,en,2001-10-26,42,4.5,2
1,Becoming John Ford,0,0,Documentary,United States of America,,False,0.731,en,2007-01-01,93,7.0,1
2,Shwaas,0,0,Drama,India,,False,0.6,mr,2004-12-10,107,8.0,3
3,The Caribbean Mystery,0,0,"Crime, Drama, Mystery",United States of America,20th Century Fox,False,0.97,en,1945-06-01,65,0.0,0
4,Lamberto Quintero,0,0,"Action, Crime, Drama",,,False,0.6,es,1987-05-19,90,7.0,1
5,The Job of the Ferret,0,0,"Drama, Science Fiction, Thriller",,,False,0.6,fr,1993-10-09,,0.0,0
6,Sextette,0,0,"Comedy, Romance",United States of America,Crown International Pictures,False,2.112,en,1978-03-03,91,2.5,4
7,Sallah,0,0,Comedy,Israel,Sallah Company,False,1.196,he,1964-01-01,110,6.9,7
8,Dealing: Or the Berkeley-to-Boston Forty-Brick Lost-Bag Blues,0,0,"Drama, Comedy",United States of America,Warner Bros. Pictures,False,1.042,en,1972-02-25,88,6.0,1
9,Insurance Investigator,0,0,"Crime, Drama, Romance",United States of America,Republic Pictures,False,0.883,en,1951-03-23,60,0.0,0
10,Young Dillinger,0,0,"Crime, Drama",United States of America,,False,0.727,en,1965-04-28,102,0.0,0
11,Mark Kozelek On Tour: A Documentary,0,0,"Documentary, Music",United States of America,,False,0.626,en,2012-08-16,116,4.5,1
12,Crime By Night,0,0,"Mystery, Drama",United States of America,Warner Bros. Pictures,False,0.992,en,1944-09-09,72,5.3,3
13,Dragon Ball: Mystical Adventure,0,0,"Action, Animation",Japan,Toei Animation,False,4.766,ja,1988-07-09,48,6.5,76
14,Lizzie,0,0,Drama,United States of America,Bryna Productions,False,2.389,en,1957-04-04,81,7.6,5
15,Junior's Giants: Envy Thou Not,0,0,Animation,United States of America,,False,0.6,en,2009-05-19,40,0.0,0
16,Hermie & Friends: Skeeter and the Mystery of the Lost Mosquito Treasure,0,0,Animation,,GlueWorks Entertainment,False,0.6,en,2009-01-04,,0.0,0
17,Hermie & Friends: Webster the Scaredy Spider,0,0,"Animation, Family",United States of America,GlueWorks Entertainment,False,1.478,en,2004-09-15,40,0.0,0
18,Hermie & Friends: Hermie and Wormie's Nutty Adventure,0,0,"Animation, Family",United States of America,GlueWorks Entertainment,False,0.66,en,2006-09-26,60,5.3,2
19,Brook by Brook,0,0,Documentary,France,Agat Films & Cie,False,0.6,en,2002-01-24,75,0.0,0
20,Filming Othello,0,0,Documentary,Germany,,False,0.699,en,1978-07-10,84,6.7,3
21,She Cried No,0,0,,,,False,2.925,en,1996-09-23,98,5.5,10
22,Unwed Father,0,0,,,,False,1.051,en,1997-10-12,,6.7,3
23,Conrad and Butler Take a Vacation,0,0,Comedy,,,False,0.675,en,2000-01-01,30,6.0,1
24,ABC Africa,0,0,Documentary,"Iran, Uganda",,False,1.638,en,2001-10-24,84,6.0,7
25,The Tragedy of Hamlet,0,0,Drama,,,False,0.985,en,2002-01-01,,9.0,2
26,Porto of My Childhood,0,0,Drama,"France, Portugal",,False,1.4,pt,2001-09-19,61,7.0,7
27,They Call It Myanmar: Lifting the Curtain,0,0,Documentary,United States of America,,False,1.4,en,2012-09-21,84,6.9,5
28,Jhummandi Naadam,0,0,"Romance, Family, Drama",,,False,0.95,te,2010-07-01,145,4.0,2
29,Make Way For A Lady,0,0,Comedy,United States of America,RKO Radio Pictures,False,0.84,en,1936-11-13,65,5.0,3
30,French Rarebit,0,0,"Animation, Comedy",,,False,2.064,en,1951-06-30,7,6.3,7
31,Maidstone,0,0,,,,False,0.84,en,1970-01-01,106,5.0,1
32,Beyond the Law,0,0,,,,False,0.782,en,1968-01-01,110,5.0,3
33,Wild 90,0,0,"Drama, Crime",,,False,0.624,en,1968-01-01,82,5.0,1
34,Jack the Ripper,0,0,"Mystery, Crime, Horror, Thriller",United Kingdom,"Paramount, Mid Century Film Productions Ltd.",False,0.6,en,1959-05-28,84,5.8,4
35,The Settlement,0,0,,,Dogsmile Pictures,False,1.4,en,1999-01-01,101,6.0,1
36,Jack l'éventreur,0,0,,,,False,0.6,fr,1960-08-29,,0.0,0
37,The Trail of '98,0,0,"Adventure, Action",United States of America,Metro-Goldwyn-Mayer,False,1.301,en,1928-03-20,87,6.7,3
38,Buds For Life,0,0,"Comedy, Romance",United States of America,Impulse Films,False,1.133,en,2004-11-15,105,0.0,0
39,The Curse of Belphegor,0,0,,"Italy, France","Italspettacolo, Radius Productions",False,0.953,fr,1967-11-08,101,0.0,0
