,title,budget,revenue,genres,production_countries,production_companies,adult,popularity,original_language,release_date,runtime,vote_average,vote_count
0,Ghosts of Mississippi,36000000,13323144,"History, Drama",United States of America,"Columbia Pictures, Castle Rock Entertainment",False,4.32,en,1996-12-20,130,6.4,70
1,Invaders from Mars,12000000,4884663,"Mystery, Science Fiction, Horror, Adventure, Family",United States of America,"Cannon Group, Golan-Globus Productions",False,6.557,en,1986-01-01,100,5.5,86
2,Chilly Dogs,0,0,"Adventure, Action, Comedy","Canada, United Kingdom",,False,2.842,en,2001-01-01,86,5.8,18
3,Mr. Wonderful,0,0,"Comedy, Romance",United States of America,"Night Life Inc., Warner Bros. Pictures, Samuel Goldwyn Company",False,3.218,en,1993-10-15,98,6.3,15
4,"Next Stop, Greenwich Village",0,0,"Comedy, Drama",United States of America,20th Century Fox,False,2.984,en,1976-02-04,111,7.3,12
5,Private Manoeuvres,0,0,Comedy,"Germany, Israel",Noah Films,False,3.592,he,1983-04-01,90,5.2,5
6,Prophecy,12000000,54000000,"Horror, Science Fiction",United States of America,Paramount,False,4.526,en,1979-01-01,102,5.5,35
7,Year of the Gun,1182273,0,"Action, Thriller, Romance",United States of America,"J&M Entertainment, Shomedia",False,2.232,en,1991-09-10,111,4.4,18
8,"Welcome Home, Roxy Carmichael",0,3989297,"Comedy, Drama","United Kingdom, United States of America","Paramount, ITC Entertainment Group",False,4.474,en,1990-10-12,95,6.3,44
9,The Morning After,0,25147055,"Crime, Drama, Mystery, Thriller",United States of America,"American Filmworks, Lorimar Productions",False,3.873,en,1986-12-25,102,6.3,35
10,One of Us,0,0,Drama,Israel,,False,1.74,he,1989-01-01,110,5.0,1
11,Ricochets,0,0,,Israel,,False,0.996,en,1986-01-01,91,5.0,1
12,Dear Hunter,0,0,,France,,False,0.6,en,2003-01-01,32,0.0,0
13,Murder!,0,0,"Mystery, Thriller, Crime",United Kingdom,British International Pictures,False,3.951,en,1930-07-31,104,6.1,36
14,City of Ghosts,0,0,Thriller,United States of America,,False,3.157,en,2002-01-01,116,6.0,25
15,The Land Before Time XII: The Great Day of the Flyers,0,0,"Animation, Family, Science Fiction",United States of America,,False,6.354,en,2006-02-27,77,5.8,80
16,Too Late the Hero,6250000,0,"Drama, Action, War",United States of America,"ABC Pictures, Associates & Aldrich Company, The, Palomar Pictures International",False,4.582,en,1970-05-20,145,6.3,32
17,Welcome Mr. Marshall!,0,0,Comedy,Spain,Unión Industrial Cinematográfica,False,3.024,es,1953-04-04,78,7.3,37
