,title,budget,revenue,genres,production_countries,production_companies,adult,popularity,original_language,release_date,runtime,vote_average,vote_count
0,Dying For Dollars,0,0,,,,False,0.6,en,2007-10-19,,0.0,0
1,Chasing the White Air,0,0,,,,False,0.6,en,2013-01-01,,0.0,0
2,Glaube an mich,0,0,Drama,Austria,,False,0.877,de,1947-04-04,,0.0,0
3,Cheryl Cole; Northern Star,0,0,,,,False,0.6,en,2014-05-13,,0.0,0
4,Cinderella and the Prince Charles,0,0,,,,False,0.6,en,2014-03-04,,0.0,0
5,Triumph der Liebe,0,0,Comedy,Austria,,False,0.665,de,1949-06-03,88,0.0,0
6,Burma's Saffron Revolution,0,0,Documentary,Myanmar,,False,0.6,en,2008-01-01,57,0.0,0
7,Kleine Melodie aus Wien,0,0,Comedy,Austria,,False,1.4,de,1949-03-28,,0.0,0
8,Escape From a Nazi Death Camp,0,0,"Documentary, History",,,False,1.201,en,2014-05-21,56,7.2,3
9,White Rabbit,2000000,0,Drama,United States of America,"SSS Entertainment, Burning Sky Films",False,3.592,en,2013-09-20,90,6.0,24
10,Female Slaves Revenge,0,0,Drama,United States of America,"TVM Global Entertainment, P.A.T. Productions",False,1.138,en,2008-01-01,83,3.0,1
11,Green Collar Comedy Show,0,0,Comedy,,,False,0.6,en,2010-04-19,,0.0,0
12,Hot Tamales Live,0,0,,,,False,0.656,en,2010-05-05,,0.0,0
13,Du bist nicht allein,0,0,Drama,Germany,,False,0.6,de,1949-04-15,,0.0,0
14,Mordprozeß Dr. Jordan,0,0,Drama,Germany,,False,0.84,de,1949-10-26,,0.0,0
15,Jon Lovitz Presents,0,0,Comedy,,,False,0.881,en,2011-04-23,60,0.0,0
16,Leach,0,0,,,,False,0.6,en,2011-01-22,,0.0,0
17,Liberty Bound,0,0,,,,False,0.666,en,2004-08-05,,0.0,0
18,Kops,0,0,Comedy,United States of America,"Envysion Entertainment, Feral Media",False,0.636,en,2014-11-22,8,0.0,0
19,Making Your Mark: The Snowboard Life of Mark McMorris,0,0,Documentary,,,False,0.854,en,2014-02-18,44,0.0,0
20,Erzherzog Johanns große Liebe,0,0,"Romance, History",Austria,,False,0.734,de,1951-03-24,,4.8,2
21,"Old Testament III, Prince of Egypt",0,0,,,,False,0.6,en,2014-01-01,,0.0,0
22,Es geschehen noch Wunder,0,0,Comedy,Germany,,False,0.627,de,1951-09-17,,0.0,0
23,Paramnesia,0,0,"Action, Science Fiction, Mystery, Fantasy",,,False,1.347,en,2013-06-26,,0.0,0
24,Playing God: Human Cloning,0,0,,,,False,0.6,en,2001-02-05,,0.0,0
25,"We, the Normal",0,0,,,,False,0.6,en,1988-01-01,11,0.0,0
26,The Crash,0,0,"Drama, TV Movie",United Kingdom,Darlow Smithson Productions,False,0.67,en,2013-03-05,120,0.0,0
27,Hot Life of Al Capone,0,0,,,,True,0.846,it,1995-01-01,91,0.0,0
28,La operación,0,0,Documentary,Puerto Rico,Latin American Film Project,False,1.21,es,1982-06-17,40,6.9,4
29,American Garter,0,0,,,,True,0.6,en,1993-01-01,84,10.0,1
30,Debt Begins at 20,0,0,,,,False,0.6,en,1980-01-01,36,0.0,0
31,Ghost Story: Passion in Fukagawa,0,0,Horror,Japan,"Daiei Motion Picture Co., Ltd.",False,0.805,ja,1952-01-01,,0.0,0
32,Two Weeks - Two Minutes,0,0,,,,False,0.6,en,2013-01-01,3,0.0,0
33,Rat Trap,0,0,,,,False,0.6,en,2013-01-01,2,0.0,0
34,Storm,0,0,,,,False,0.6,en,2013-01-01,3,0.0,0
35,Pencil Test,0,0,,,,False,0.6,en,2013-01-01,3,0.0,0
36,Koukou,0,0,Animation,Japan,,False,0.6,ja,2013-01-01,6,0.0,0
37,"Triptych: Tripes, Entrails, Visceras",0,0,,,,False,0.6,en,2012-01-01,3,0.0,0
38,Third Page from the Sun,0,0,,,,False,0.6,en,2014-01-01,6,4.0,2
39,Ghost Tower,0,0,"Romance, Crime, Mystery",Japan,"Daiei Motion Picture Co., Ltd.",False,0.677,ja,1948-12-13,77,0.0,0
40,The Rainbow Man,0,0,"Fantasy, Action, Horror",Japan,"Daiei Motion Picture Co., Ltd.",False,0.871,ja,1949-07-18,81,8.0,1
41,Blood Brothers,0,0,Horror,,,False,0.6,en,1989-01-01,50,0.0,0
42,Torn from the Flag,1700000,0,Documentary,,,False,1.374,en,2007-11-10,97,0.0,0
43,J-Horror Anthology: Legends,0,0,Horror,Japan,Kadokawa Pictures,False,0.6,ja,2003-06-26,62,6.0,1
44,Buba Matti,0,0,,Israel,,False,0.6,he,1992-01-01,46,0.0,0
45,Tom And Jerry's Christmas Party,0,0,"Animation, Comedy, Music, Family",,,False,0.6,en,2010-12-15,,5.5,1
46,The Cord of Life,0,0,"Drama, Crime",United States of America,American Mutoscope & Biograph,False,0.613,en,1909-01-28,9,3.5,2
47,A Perfect Murder,0,0,,,,True,0.6,en,1999-01-01,140,0.0,0
48,Man's Genesis,0,0,"Adventure, Drama",United States of America,Biograph Company,False,0.871,en,1912-07-10,17,4.0,1
49,The Pay Train,0,0,,,,False,0.877,en,1915-06-11,11,0.0,0
50,Life,12000000,0,Drama,"Australia, Canada, Germany, United Kingdom, United States of America","See-Saw Films, Barry Films, First Generation Films, Film4 Productions",False,4.759,en,2015-07-24,112,6.1,214
51,The Leap from the Water Tower,0,0,,,,False,0.805,en,1915-01-09,13,0.0,0
52,A Royal Night Out,0,228136,"Thriller, Romance, Drama, Mystery",United Kingdom,"SCOPE Pictures, Ecosse Films, Filmgate Films",False,7.716,en,2015-05-14,97,6.5,175
53,The Interrogation of Cheryl Cooper,500000,0,Horror,,,False,2.092,en,2014-10-30,70,4.3,3
54,Die Zauberflöte,0,0,,"Japan, Switzerland, United Kingdom",Television Production Company (TPC),False,0.6,de,2000-05-04,151,0.0,0
55,To Build a Fire,0,0,Adventure,United States of America,David Cobham Productions,False,0.695,en,1969-01-01,50,6.0,2
56,Die Entführung aus dem Serail,0,0,Music,Germany,,False,0.6,de,1980-05-05,147,0.0,0
57,Rainbow's Children,34000,0,Animation,United States of America,,False,1.4,en,1975-08-12,24,0.0,0
58,Dragon Blade,65000000,121545703,"Action, Drama, Adventure","Hong Kong, China","Visualizer Film Company, Shanghai Film Group, Jackie & JJ Production, Sparkle Roll Media, Huayi Brothers Media, Alibaba Pictures Group, Home Media & Entertainment Fund, Tencent Video, China Film & TV Capital",False,8.557,zh,2015-02-19,127,6.0,259
59,Rebelde Sin Casa,0,0,,,,False,1.4,en,1960-04-18,84,7.0,2
60,Phèdre,0,0,Drama,,,False,0.6,fr,2003-09-25,,5.6,5
61,"Paree, Paree",0,0,"Romance, Music, Comedy",United States of America,Warner Bros. Pictures,False,1.491,en,1934-09-08,21,6.0,1
62,Biri ve Diğerleri,0,0,,,,False,0.654,tr,1987-01-01,80,0.0,0
