,title,budget,revenue,genres,production_countries,production_companies,adult,popularity,original_language,release_date,runtime,vote_average,vote_count
0,Big F'n Titties 7,0,0,,United States of America,Reality Kings,True,0.6,en,2019-04-23,234,0.0,0
1,Big Wet Brazilian Asses 8,0,0,,,Elegant Angel,True,0.6,en,2011-12-02,153,0.0,0
2,Lust Unleashed 12,0,0,Romance,United States of America,Pure Passion,True,0.6,en,2018-04-19,122,0.0,0
3,Big Wet Brazilian Asses 9,0,0,,,Elegant Angel,True,0.6,en,2012-05-03,163,0.0,0
4,ONI,0,0,,Mexico,,False,0.6,en,2018-05-18,60,0.0,0
5,Turning Point,0,0,"Drama, Comedy",,Kill Switch Productions,False,0.6,en,2017-05-31,30,0.0,0
6,Udders,0,0,"Horror, Comedy",United Kingdom,,False,5.094,en,2019-07-28,29,10.0,1
7,Golden Jubilee,0,0,Documentary,India,,False,0.6,hi,1997-01-01,27,0.0,0
8,Caramel,10000,0,,,,False,0.6,en,,14,0.0,0
9,The Power of a Lie,0,0,,,Universal Pictures,False,0.6,en,1923-01-07,50,0.0,0
10,Kindled Courage,0,0,,,Universal Pictures,False,0.6,en,1923-01-08,50,0.0,0
11,Ermitage-Il Potere dell’arte,0,0,,,,False,0.613,it,,,0.0,0
12,The Enchanted Castle,0,0,"Fantasy, Family",Bulgaria,,False,1.34,bg,1990-01-01,55,0.0,0
13,La Fontaine turns filmmaker,0,0,"Animation, Family","Belgium, France",Les Films du Nord,False,1.4,en,2017-03-22,40,0.0,0
14,The Lady and the Owl,0,0,,,,False,1.363,en,1975-12-31,27,0.0,0
15,The incidental fellow traveler,0,0,"Drama, Romance",Russia,,False,1.4,ru,2006-10-17,88,0.0,0
16,Ancient Thrace: A Door to Immortality,0,0,Documentary,Bulgaria,,False,0.84,bg,2014-01-01,33,0.0,0
17,(Marco),0,0,,,,False,0.755,en,2014-05-01,47,0.0,0
18,Harry Hooton,0,0,,,,False,1.461,en,1969-07-04,83,0.0,0
19,Charlie's Angels,0,0,"Action, Adventure, Crime, Mystery",United States of America,Spelling-Goldberg Productions,False,1.438,en,1976-03-21,74,0.0,0
20,Broadway,0,0,,,,False,0.752,en,2011-04-07,50,0.0,0
21,Love Therapy,0,0,Drama,Bulgaria,Boyana Film,False,1.4,bg,1986-03-26,74,0.0,0
22,L’amour sur un plateau (Théâtre),0,0,Comedy,France,,False,0.943,fr,2011-05-28,,0.0,0
23,Black Dynasty,0,0,,,,True,0.6,en,1985-07-10,,0.0,0
24,Circuit,0,0,,,,False,0.84,en,2015-07-03,12,0.0,0
25,Werewolf Women of the S.S.,0,0,,,,False,0.9,en,,2,0.0,0
26,The Heart Dies Last,0,0,Documentary,Bulgaria,"Boyana Film, Vreme Studios",False,1.4,bg,1991-01-01,90,0.0,0
27,Alicia en el subterráneo: Historia no oficial del multiforo Alicia,0,0,"Documentary, Music",Mexico,,False,1.365,es,2005-01-01,,0.0,0
28,Прошло три года,0,0,Documentary,,,False,1.96,ru,2019-07-30,,0.0,0
29,Последний день,0,0,Documentary,,,False,1.817,ru,2018-07-30,,0.0,0
30,Uncovered: The McMartin Family Trials,0,0,,,,False,1.96,en,,87,0.0,0
31,El cantar de los cantores,0,0,"Documentary, Music",Mexico,,False,1.343,es,2009-01-01,,0.0,0
32,Jamel et ses Amis au Marrakech du Rire 2014,0,0,Comedy,,,False,1.447,fr,2014-06-15,,0.0,0
33,Centurians of Rome,0,0,,,,True,0.6,en,1981-01-01,83,0.0,0
34,4,0,0,Documentary,"Austria, Germany, Italy",,False,0.84,fr,2015-11-01,94,0.0,0
35,Fiance's Sister,0,0,"Romance, Drama",,,False,0.6,en,,95,0.0,0
36,Genji Fantasy: The Cat Fell in Love With Hikaru Genji,0,0,"Comedy, Family, Animation, History, Fantasy",Japan,"Liden Films Kyoto Studio, NHK Planet Co., Ltd., Kinki Branch, Uji City",False,1.358,en,2019-04-02,20,0.0,0
37,"Je m'présente, je m'appelle Daniel",0,0,,,,False,0.84,fr,,,0.0,0
38,Devilish Tales,0,0,Horror,,,False,1.241,en,2019-06-28,88,0.0,0
39,Khoon Ki Pukaar,0,0,Drama,,,False,0.84,hi,,,0.0,0
40,Hidden Leaf Village Grand Sports Festival!,0,0,"Action, Animation, Comedy",Japan,,False,0.902,ja,2004-08-21,11,0.0,0
41,Daughter's Friend 4,0,0,,,,False,0.6,en,,70,0.0,0
42,Once Upon a Time in Suburbia,0,0,,,The Independent Filmmakers Co-Operative of Ottawa,False,0.6,en,,80,0.0,0
43,Mid-Century Modern Animation,0,0,,,,False,0.6,en,1959-01-01,114,0.0,0
44,Lumikki ja 7 jätkää,0,0,,,,False,0.6,fi,,,0.0,0
45,Chaos,0,0,,Germany,,False,1.453,en,2019-10-15,,0.0,0
46,Adiós,0,0,Thriller,Spain,"Apache Films, La Claqueta, Instituto de la Cinematografía y de las Artes Audiovisuales, Junta de Andalucía, Movistar+, RTVE, Sony Pictures International",False,0.6,es,,,0.0,0
47,Stephen Ridley,0,0,Documentary,Russia,Jeneva Studio,False,1.4,en,2019-08-03,8,0.0,0
48,Las niñas,0,0,Drama,Spain,"Aragón Televisión, BTeam Pictures, Inicia Films, RTVE",False,0.84,es,,,0.0,0
49,Carnaval,0,0,,"Spain, United Kingdom",Deya Productions,False,0.6,es,,,0.0,0
50,Help,0,0,,,,False,0.85,en,2019-03-27,3,0.0,0
51,Performances II,0,0,,"Germany, United States of America",,False,1.34,en,1973-01-01,38,0.0,0
52,The Unborn,0,0,Horror,United States of America,,False,0.84,en,,,0.0,0
53,Commandant Maria,0,0,,,,False,0.6,el,,90,0.0,0
54,REI LEÃO,0,0,,,,False,0.6,pt,,,0.0,0
55,Buddy Fitzpatrick: Still in the Driveway,0,0,,,,False,0.6,en,,,0.0,0
56,The real Chernobyl,0,0,Documentary,,,False,1.108,it,2019-06-20,,0.0,0
57,Oregon - Leverkusener Jazztage 2015,0,0,Music,Germany,ARD,False,1.352,it,2015-11-10,,0.0,0
58,Il giorno dei due papi santi - 27 Aprile 2014,0,0,,,cinehollywood srl,False,0.85,it,2015-04-27,,0.0,0
59,Gymna skandala,0,0,Comedy,,,False,0.6,el,,110,0.0,0
60,Odda,5000,0,Documentary,Norway,Yellow Log AS,False,1.482,no,2018-05-10,45,0.0,0
61,Temptation of Eros,0,0,,Japan,Nikkatsu Corporation,False,1.34,ja,1972-10-07,69,0.0,0
62,Наши с Вятки,0,0,Documentary,Russia,,False,1.4,ru,2019-08-05,42,0.0,0
63,Unknown 1917,0,0,Documentary,Russia,,False,0.84,ru,2018-10-20,65,0.0,0
64,Ebony Erotica II,0,0,,,,True,0.6,en,,,0.0,0
65,Benjamin Falck & the Ghost Dagger,0,0,Adventure,Norway,Creative Lads,False,0.776,no,2018-06-29,95,0.0,0
66,Eighteen and Horny,0,0,,,,True,0.6,en,,,0.0,0
67,Несносные,0,0,Documentary,Russia,,False,0.84,ru,2018-12-12,26,0.0,0
68,Semester's End,0,0,,,,False,1.116,en,2008-09-12,71,0.0,0
69,The Legend of Exorcism,0,0,Fantasy,,,False,1.4,zh,2016-10-28,62,0.0,0
70,Ecstacy Girls II,0,0,,,,True,0.6,en,,,0.0,0
71,Random Nights,0,0,"Documentary, Comedy",United States of America,,False,1.349,en,2015-01-25,18,0.0,0
72,Переходный возраст,0,0,Documentary,Russia,,False,1.4,ru,2019-08-07,28,0.0,0
73,"Formule 1, la technologie de l'extrême",0,0,Documentary,,,False,1.4,fr,2016-01-01,,8.0,1
74,DINNERDINNERDINNERDINNER,0,0,Comedy,,,False,1.35,en,2015-05-06,4,0.0,0
75,Северный ветер бывает теплым,0,0,Documentary,Russia,,False,1.96,ru,2019-08-06,60,0.0,0
76,Sequence,0,0,"Animation, Romance, Science Fiction",Japan,Ashi Productions,False,1.34,ja,1992-03-18,42,0.0,0
77,Спитак. 30 лет одиночества,0,0,Documentary,Russia,,False,1.4,ru,2019-08-05,30,0.0,0
78,∞,0,0,,,,False,1.4,en,2015-04-28,4,0.0,0
79,Roberto the Canary,0,0,Drama,,10:15! Productions,False,0.81,fr,2019-02-02,18,0.0,0
80,Zoo Wars & Zoo Wars 2 - TWO FILMS ON ONE DISC,0,0,,,,False,0.6,en,,,0.0,0
81,Театр времен Геты и Камы,0,0,Documentary,Russia,,False,1.4,ru,2019-08-06,58,0.0,0
82,a conversation...,0,0,,,,False,1.4,en,2015-11-08,2,0.0,0
83,Юра музыкант,0,0,Documentary,Russia,,False,1.96,ru,2019-08-03,87,0.0,0
84,"screen_detatchment_experiment.mp4 // ""pop pop""",0,0,,,,False,0.772,en,2018-04-03,2,0.0,0
85,Afikoman,0,0,Drama,"Belgium, France","FullDawa Films, Adami, Nexus Factory, Umedia",False,0.687,en,2018-02-10,13,0.0,0
86,22 (over s∞∞n) - experiment,0,0,,,,False,1.4,en,2016-10-06,1,0.0,0
87,Mango: Lifes Coincidences,5000000,0,"History, Drama","Colombia, Norway",,False,1.34,no,,,0.0,0
88,The Pornbirds,0,0,,,,True,0.6,en,1985-05-10,88,0.0,0
89,Today I Thought About Killing You (self portrait),0,0,,,,False,0.986,en,2018-06-08,2,0.0,0
90,Nezralé maliny,0,0,"Drama, TV Movie",Czechoslovakia,Československá televize Praha,False,1.96,cs,1980-01-01,,7.0,1
91,"Happy, l'école en pleine conscience",0,0,Documentary,,,False,1.4,fr,2019-11-28,,0.0,0
92,How to Build a Castle,0,0,Documentary,,Peignoir Prod,False,1.96,en,2019-07-22,62,0.0,0
93,Killungard,0,0,Horror,Norway,Stonewall Production,False,1.4,no,2018-10-19,100,0.0,0
94,Reforming the Past,0,0,,,,False,1.344,en,2010-02-15,80,0.0,0
95,Habiter le mouvement (un récit en 10 chapitres),70000,0,Documentary,,,False,0.6,fr,,,0.0,0
96,High Trail,0,0,,,,False,1.344,en,2010-02-15,7,0.0,0
97,Александр Калягин. Монологи,0,0,Documentary,Russia,,False,0.81,ru,2019-03-25,52,0.0,0
98,Are You Autistic?,0,0,Documentary,,Betty TV,False,1.375,en,2018-03-28,47,0.0,0
99,Крымчане,0,0,Documentary,Russia,,False,1.4,ru,2018-12-19,54,0.0,0
100,100 + 1 princezna,0,0,,,,False,0.6,cs,,,0.0,0
101,Tatul,0,0,Drama,Bulgaria,Boyana Film,False,1.34,bg,1972-10-06,93,0.0,0
102,Tushy Raw V3,0,0,,United States of America,Tushy Raw,True,1.021,en,2019-06-19,168,0.0,0
103,Ironing to Greenham,0,0,,,,False,1.34,en,1983-01-01,1,0.0,0
104,Fright,0,0,Thriller,Norway,Black Film,False,0.702,no,2020-01-12,,0.0,0
105,Swallow,0,0,,,,False,1.346,en,2013-03-20,12,0.0,0
106,Metal Noir,0,0,,,,False,0.6,en,,73,0.0,0
107,The Poet and The Devil,0,0,Drama,Bulgaria,,False,1.34,bg,1983-12-24,80,0.0,0
108,A Timely Interception,0,0,,United States of America,Biograph Company,False,1.401,en,1913-06-07,17,0.0,0
109,Love Thy Neighbor,0,0,,,,False,0.842,en,2005-07-05,90,0.0,0
110,Tushy Raw V4,0,0,,United States of America,Tushy Raw,True,1.96,en,2019-07-30,146,0.0,0
